t_rel,server,client_ip,gap_ms,tcp_rtt_ms,syn_ttl,syn_window,provider,protocol,country,ua_string
9061.239,us,ip_f8d1e642af9f3e73,513.071,206.182,51,65535,soax,http_connect,jp,curl/8.5.0
9066.611,us,ip_f8d1e642af9f3e73,571.974,204.926,51,65535,soax,http_connect,jp,curl/8.5.0
9071.670,us,ip_f8d1e642af9f3e73,514.993,208.236,51,65535,soax,http_connect,jp,curl/8.5.0
9076.291,us,ip_f8d1e642af9f3e73,418.947,212.774,51,65535,soax,http_connect,jp,curl/8.5.0
9081.519,us,ip_f8d1e642af9f3e73,433.664,205.877,51,65535,soax,http_connect,jp,curl/8.5.0
9086.960,us,ip_f8d1e642af9f3e73,470.968,223.814,51,65535,soax,http_connect,jp,curl/8.5.0
9092.900,us,ip_f8d1e642af9f3e73,917.179,191.467,51,65535,soax,http_connect,jp,curl/8.5.0
9097.218,us,ip_f8d1e642af9f3e73,821.476,212.734,51,65535,soax,http_connect,jp,curl/8.5.0
9102.220,us,ip_f8d1e642af9f3e73,505.348,201.945,51,65535,soax,http_connect,jp,curl/8.5.0
9106.891,us,ip_f8d1e642af9f3e73,520.951,201.211,51,65535,soax,http_connect,kr,curl/8.5.0
9111.624,us,ip_f8d1e642af9f3e73,424.583,213.054,51,65535,soax,http_connect,kr,curl/8.5.0
9116.664,us,ip_f8d1e642af9f3e73,439.668,219.89,51,65535,soax,http_connect,kr,curl/8.5.0
9121.705,us,ip_f8d1e642af9f3e73,433.728,199.994,51,65535,soax,http_connect,kr,curl/8.5.0
9126.787,us,ip_f8d1e642af9f3e73,477.841,191.157,51,65535,soax,http_connect,kr,curl/8.5.0
9131.148,us,ip_f8d1e642af9f3e73,493.561,199.992,51,65535,soax,http_connect,kr,curl/8.5.0
9136.352,us,ip_f8d1e642af9f3e73,526.79,200.106,51,65535,soax,http_connect,kr,curl/8.5.0
9140.841,us,ip_f8d1e642af9f3e73,510.22,205.871,51,65535,soax,http_connect,kr,curl/8.5.0
9145.294,us,ip_f8d1e642af9f3e73,414.089,261.786,51,65535,soax,http_connect,kr,curl/8.5.0
9150.401,us,ip_f8d1e642af9f3e73,412.193,202.989,51,65535,soax,http_connect,kr,curl/8.5.0
9154.688,us,ip_f8d1e642af9f3e73,414.784,204.211,51,65535,soax,http_connect,kr,curl/8.5.0
9159.144,us,ip_f8d1e642af9f3e73,410.171,196.171,51,65535,soax,http_connect,kr,curl/8.5.0
9163.764,us,ip_f8d1e642af9f3e73,413.906,188.565,51,65535,soax,http_connect,kr,curl/8.5.0
9168.440,us,ip_f8d1e642af9f3e73,414.116,210.773,51,65535,soax,http_connect,kr,curl/8.5.0
9172.821,us,ip_f8d1e642af9f3e73,427.543,205.161,51,65535,soax,http_connect,kr,curl/8.5.0
9177.673,us,ip_f8d1e642af9f3e73,419.35,190.207,51,65535,soax,http_connect,kr,curl/8.5.0
9182.747,us,ip_f8d1e642af9f3e73,410.195,195.114,51,65535,soax,http_connect,kr,curl/8.5.0
9187.849,us,ip_f8d1e642af9f3e73,490.572,199.983,51,65535,soax,http_connect,kr,curl/8.5.0
9192.631,us,ip_f8d1e642af9f3e73,571.915,208.818,51,65535,soax,http_connect,kr,curl/8.5.0
9197.310,us,ip_f8d1e642af9f3e73,468.334,207.477,51,65535,soax,http_connect,kr,curl/8.5.0
9201.760,us,ip_f8d1e642af9f3e73,410.87,196.396,51,65535,soax,http_connect,kr,curl/8.5.0
9206.480,us,ip_f8d1e642af9f3e73,409.76,189.613,51,65535,soax,http_connect,kr,curl/8.5.0
9211.542,us,ip_f8d1e642af9f3e73,414.089,208.13,51,65535,soax,http_connect,kr,curl/8.5.0
9216.558,us,ip_f8d1e642af9f3e73,411.813,208.069,51,65535,soax,http_connect,kr,curl/8.5.0
9221.253,us,ip_f8d1e642af9f3e73,412.148,210.033,51,65535,soax,http_connect,kr,curl/8.5.0
9226.045,us,ip_f8d1e642af9f3e73,411.148,190.148,51,65535,soax,http_connect,kr,curl/8.5.0
9231.164,us,ip_f8d1e642af9f3e73,415.955,269.9,51,65535,soax,http_connect,kr,curl/8.5.0
9235.556,us,ip_f8d1e642af9f3e73,775.138,197.024,51,65535,soax,http_connect,kr,curl/8.5.0
9240.013,us,ip_f8d1e642af9f3e73,504.241,204.156,51,65535,soax,http_connect,kr,curl/8.5.0
9245.061,us,ip_f8d1e642af9f3e73,461.165,216.941,51,65535,soax,http_connect,kr,curl/8.5.0
9249.895,us,ip_f8d1e642af9f3e73,417.959,202.16,47,65535,soax,http_connect,kr,curl/8.5.0
9254.968,us,ip_f8d1e642af9f3e73,426.793,209.806,51,65535,soax,http_connect,kr,curl/8.5.0
9259.781,us,ip_f8d1e642af9f3e73,619.954,197.013,51,65535,soax,http_connect,kr,curl/8.5.0
9264.663,us,ip_f8d1e642af9f3e73,540.559,212.027,51,65535,soax,http_connect,kr,curl/8.5.0
9268.795,us,ip_4dc20d5b880890d2,489.167,208.498,110,64240,soax,http_connect,kr,curl/8.5.0
9273.408,us,ip_4dc20d5b880890d2,430.779,207.267,110,64240,soax,http_connect,kr,curl/8.5.0
9277.545,us,ip_4dc20d5b880890d2,427.576,199.277,110,64240,soax,http_connect,kr,curl/8.5.0
9282.091,us,ip_4dc20d5b880890d2,431.108,192.818,110,64240,soax,http_connect,kr,curl/8.5.0
9286.864,us,ip_4dc20d5b880890d2,432.6,199.663,110,64240,soax,http_connect,kr,curl/8.5.0
9291.225,us,ip_4dc20d5b880890d2,430.986,194.428,110,64240,soax,http_connect,kr,curl/8.5.0
9295.393,us,ip_4dc20d5b880890d2,438.994,193.904,110,64240,soax,http_connect,kr,curl/8.5.0
9299.513,us,ip_4dc20d5b880890d2,430.073,199.411,110,64240,soax,http_connect,kr,curl/8.5.0
9303.873,us,ip_4dc20d5b880890d2,435.653,193.684,110,64240,soax,http_connect,kr,curl/8.5.0
9308.805,us,ip_4dc20d5b880890d2,441.676,196.846,110,64240,soax,http_connect,kr,curl/8.5.0
9313.790,us,ip_4dc20d5b880890d2,441.159,201.521,110,64240,soax,http_connect,kr,curl/8.5.0
9318.125,us,ip_4dc20d5b880890d2,510.287,226.39,110,64240,soax,http_connect,kr,curl/8.5.0
9322.827,us,ip_4dc20d5b880890d2,431.329,200.147,110,64240,soax,http_connect,kr,curl/8.5.0
9327.328,us,ip_4dc20d5b880890d2,432.218,209.055,110,64240,soax,http_connect,kr,curl/8.5.0
9331.607,us,ip_4dc20d5b880890d2,441.956,192.761,110,64240,soax,http_connect,kr,curl/8.5.0
9335.887,us,ip_4dc20d5b880890d2,430.812,199.12,106,64240,soax,http_connect,kr,curl/8.5.0
9340.613,us,ip_4dc20d5b880890d2,443.009,193.794,110,64240,soax,http_connect,sg,curl/8.5.0
9344.899,us,ip_4dc20d5b880890d2,426.63,193.813,110,64240,soax,http_connect,sg,curl/8.5.0
9349.351,us,ip_4dc20d5b880890d2,430.619,193.654,110,64240,soax,http_connect,sg,curl/8.5.0
9353.829,us,ip_4dc20d5b880890d2,435.763,204.386,110,64240,soax,http_connect,sg,curl/8.5.0
9358.163,us,ip_4dc20d5b880890d2,431.675,195.024,110,64240,soax,http_connect,sg,curl/8.5.0
9362.861,us,ip_4dc20d5b880890d2,443.016,207.348,110,64240,soax,http_connect,sg,curl/8.5.0
9367.010,us,ip_4dc20d5b880890d2,429.299,204.99,110,64240,soax,http_connect,sg,curl/8.5.0
9371.412,us,ip_4dc20d5b880890d2,431.607,194.285,110,64240,soax,http_connect,sg,curl/8.5.0
9375.754,us,ip_4dc20d5b880890d2,430.462,192.07,106,64240,soax,http_connect,sg,curl/8.5.0
9380.605,us,ip_4dc20d5b880890d2,430.141,205.93,110,64240,soax,http_connect,sg,curl/8.5.0
9385.407,us,ip_4dc20d5b880890d2,430.708,200.659,110,64240,soax,http_connect,sg,curl/8.5.0
9389.906,us,ip_4dc20d5b880890d2,428.481,194.04,106,64240,soax,http_connect,sg,curl/8.5.0
9394.303,us,ip_4dc20d5b880890d2,432.558,199.027,110,64240,soax,http_connect,sg,curl/8.5.0
9398.384,us,ip_4dc20d5b880890d2,569.106,199.911,110,64240,soax,http_connect,sg,curl/8.5.0
9402.858,us,ip_4dc20d5b880890d2,429.174,190.917,110,64240,soax,http_connect,sg,curl/8.5.0
9407.043,us,ip_4dc20d5b880890d2,436.437,193.808,106,64240,soax,http_connect,sg,curl/8.5.0
9410.990,us,ip_4dc20d5b880890d2,432.882,199.142,110,64240,soax,http_connect,sg,curl/8.5.0
9415.490,us,ip_4dc20d5b880890d2,428.389,196.325,110,64240,soax,http_connect,sg,curl/8.5.0
9419.876,us,ip_4dc20d5b880890d2,428.103,196.677,110,64240,soax,http_connect,sg,curl/8.5.0
9424.360,us,ip_4dc20d5b880890d2,452.863,196.679,110,64240,soax,http_connect,sg,curl/8.5.0
9428.325,us,ip_4dc20d5b880890d2,429.73,199.493,110,64240,soax,http_connect,sg,curl/8.5.0
9437.077,us,ip_4dc20d5b880890d2,438.877,203.05,110,64240,soax,http_connect,sg,curl/8.5.0
9441.286,us,ip_4dc20d5b880890d2,435.491,198.374,110,64240,soax,http_connect,sg,curl/8.5.0
9446.142,us,ip_4dc20d5b880890d2,464.049,194.981,110,64240,soax,http_connect,sg,curl/8.5.0
9450.375,us,ip_4dc20d5b880890d2,434.832,198.055,110,64240,soax,http_connect,sg,curl/8.5.0
9454.986,us,ip_4dc20d5b880890d2,439.96,198.515,110,64240,soax,http_connect,sg,curl/8.5.0
9459.609,us,ip_4dc20d5b880890d2,447.766,199.203,110,64240,soax,http_connect,sg,curl/8.5.0
9463.688,us,ip_4dc20d5b880890d2,437.243,198.662,110,64240,soax,http_connect,sg,curl/8.5.0
9467.757,us,ip_4dc20d5b880890d2,438.816,206.882,110,64240,soax,http_connect,sg,curl/8.5.0
9472.259,us,ip_4dc20d5b880890d2,433.207,196.657,110,64240,soax,http_connect,sg,curl/8.5.0
9476.400,us,ip_4dc20d5b880890d2,428.096,200.927,110,64240,soax,http_connect,sg,curl/8.5.0
9482.379,us,ip_4dc20d5b880890d2,433.239,190.367,110,64240,soax,http_connect,sg,curl/8.5.0
9486.848,us,ip_4dc20d5b880890d2,431.894,201.989,110,64240,soax,http_connect,sg,curl/8.5.0
9491.099,us,ip_4dc20d5b880890d2,431.527,205.369,106,64240,soax,http_connect,sg,curl/8.5.0
9495.720,us,ip_4dc20d5b880890d2,430.66,204.76,110,64240,soax,http_connect,sg,curl/8.5.0
9500.304,us,ip_4dc20d5b880890d2,429.055,204.914,110,64240,soax,http_connect,sg,curl/8.5.0
9504.868,us,ip_4dc20d5b880890d2,431.268,205.086,110,64240,soax,http_connect,sg,curl/8.5.0
9509.365,us,ip_4dc20d5b880890d2,442.722,199.237,106,64240,soax,http_connect,sg,curl/8.5.0
9514.135,us,ip_4dc20d5b880890d2,438.167,204.912,110,64240,soax,http_connect,sg,curl/8.5.0
9518.811,us,ip_4dc20d5b880890d2,431.74,194.381,110,64240,soax,http_connect,sg,curl/8.5.0
9522.817,us,ip_4dc20d5b880890d2,438.026,197.494,110,64240,soax,http_connect,sg,curl/8.5.0
9527.522,us,ip_4dc20d5b880890d2,441.928,205.706,110,64240,soax,http_connect,sg,curl/8.5.0
9531.960,us,ip_4dc20d5b880890d2,431.096,193.834,110,64240,soax,http_connect,sg,curl/8.5.0
9536.634,us,ip_4dc20d5b880890d2,435.924,201.519,110,64240,soax,http_connect,sg,curl/8.5.0
9541.134,us,ip_4dc20d5b880890d2,441.478,192.6,110,64240,soax,http_connect,sg,curl/8.5.0
9545.548,us,ip_4dc20d5b880890d2,434.721,200.722,110,64240,soax,http_connect,sg,curl/8.5.0
9549.554,us,ip_4dc20d5b880890d2,439.224,207.608,110,64240,soax,http_connect,sg,curl/8.5.0
9554.392,us,ip_4dc20d5b880890d2,439.039,198.874,110,64240,soax,http_connect,sg,curl/8.5.0
9559.353,us,ip_4dc20d5b880890d2,429.715,208.806,110,64240,soax,http_connect,sg,curl/8.5.0
9563.348,us,ip_4dc20d5b880890d2,458.441,198.948,110,64240,soax,http_connect,au,curl/8.5.0
9567.302,us,ip_4dc20d5b880890d2,451.628,195.382,110,64240,soax,http_connect,au,curl/8.5.0
9571.516,us,ip_f0aea9e7380fa566,260.939,265.574,108,65535,soax,http_connect,au,curl/8.5.0
9575.793,us,ip_f0aea9e7380fa566,260.283,261.632,110,65535,soax,http_connect,au,curl/8.5.0
9579.593,us,ip_f0aea9e7380fa566,255.793,259.192,108,65535,soax,http_connect,au,curl/8.5.0
9583.300,us,ip_f0aea9e7380fa566,277.979,258.217,109,65535,soax,http_connect,au,curl/8.5.0
9586.946,us,ip_f0aea9e7380fa566,261.734,269.888,110,65535,soax,http_connect,au,curl/8.5.0
9590.734,us,ip_f0aea9e7380fa566,267.686,248.298,108,65535,soax,http_connect,au,curl/8.5.0
9595.215,us,ip_f0aea9e7380fa566,300.214,247.416,108,65535,soax,http_connect,au,curl/8.5.0
9598.957,us,ip_f0aea9e7380fa566,264.209,246.832,108,65535,soax,http_connect,au,curl/8.5.0
9603.614,us,ip_f0aea9e7380fa566,262.393,253.947,108,65535,soax,http_connect,au,curl/8.5.0
9607.809,us,ip_f0aea9e7380fa566,264.747,238.12,110,65535,soax,http_connect,au,curl/8.5.0
9611.649,us,ip_f0aea9e7380fa566,268.916,244.56,108,65535,soax,http_connect,au,curl/8.5.0
9616.081,us,ip_f0aea9e7380fa566,271.429,267.057,110,65535,soax,http_connect,au,curl/8.5.0
9620.305,us,ip_f0aea9e7380fa566,271.382,270.998,110,65535,soax,http_connect,au,curl/8.5.0
9624.598,us,ip_f0aea9e7380fa566,285.021,247.878,110,65535,soax,http_connect,au,curl/8.5.0
9629.011,us,ip_f0aea9e7380fa566,280.973,276.116,108,65535,soax,http_connect,au,curl/8.5.0
9633.581,us,ip_f0aea9e7380fa566,266.282,252.444,110,65535,soax,http_connect,au,curl/8.5.0
9637.987,us,ip_f0aea9e7380fa566,272.096,250.594,108,65535,soax,http_connect,au,curl/8.5.0
9641.587,us,ip_f0aea9e7380fa566,276.61,248.094,109,65535,soax,http_connect,au,curl/8.5.0
9645.404,us,ip_f0aea9e7380fa566,263.675,261.083,108,65535,soax,http_connect,au,curl/8.5.0
9654.094,us,ip_f0aea9e7380fa566,258.216,245.25,108,65535,soax,http_connect,au,curl/8.5.0
9658.204,us,ip_f0aea9e7380fa566,259.008,240.447,108,65535,soax,http_connect,au,curl/8.5.0
9661.872,us,ip_f0aea9e7380fa566,256.282,251.272,110,65535,soax,http_connect,au,curl/8.5.0
9665.456,us,ip_f0aea9e7380fa566,271.736,250.86,108,65535,soax,http_connect,au,curl/8.5.0
9669.310,us,ip_f0aea9e7380fa566,263.452,247.221,109,65535,soax,http_connect,au,curl/8.5.0
9673.107,us,ip_f0aea9e7380fa566,255.844,246.818,108,65535,soax,http_connect,au,curl/8.5.0
9677.094,us,ip_f0aea9e7380fa566,263.794,244.675,108,65535,soax,http_connect,au,curl/8.5.0
9681.274,us,ip_f0aea9e7380fa566,259.323,258.137,108,65535,soax,http_connect,au,curl/8.5.0
9685.705,us,ip_f0aea9e7380fa566,266.309,265.901,106,65535,soax,http_connect,au,curl/8.5.0
9689.581,us,ip_f0aea9e7380fa566,274.926,242.201,108,65535,soax,http_connect,au,curl/8.5.0
9693.681,us,ip_f0aea9e7380fa566,264.633,245.636,110,65535,soax,http_connect,au,curl/8.5.0
9697.440,us,ip_f0aea9e7380fa566,256.784,245.869,110,65535,soax,http_connect,au,curl/8.5.0
9701.545,us,ip_f0aea9e7380fa566,279.318,245.101,104,65535,soax,http_connect,au,curl/8.5.0
9705.959,us,ip_f0aea9e7380fa566,260.562,261.66,108,65535,soax,http_connect,au,curl/8.5.0
9709.692,us,ip_f0aea9e7380fa566,261.947,242.296,108,65535,soax,http_connect,au,curl/8.5.0
9713.889,us,ip_f0aea9e7380fa566,276.989,263.796,108,65535,soax,http_connect,au,curl/8.5.0
9717.752,us,ip_f0aea9e7380fa566,304.987,256.619,110,65535,soax,http_connect,au,curl/8.5.0
9721.753,us,ip_f0aea9e7380fa566,270.796,246.194,108,65535,soax,http_connect,au,curl/8.5.0
9726.185,us,ip_f0aea9e7380fa566,275.698,262.833,108,65535,soax,http_connect,au,curl/8.5.0
9730.270,us,ip_f0aea9e7380fa566,280.408,272.151,108,65535,soax,http_connect,au,curl/8.5.0
9734.010,us,ip_f0aea9e7380fa566,283.822,258.2,108,65535,soax,http_connect,au,curl/8.5.0
9738.445,us,ip_f0aea9e7380fa566,272.091,245.054,108,65535,soax,http_connect,au,curl/8.5.0
9742.577,us,ip_f0aea9e7380fa566,266.659,243.626,108,65535,soax,http_connect,au,curl/8.5.0
9746.408,us,ip_f0aea9e7380fa566,262.311,255.017,108,65535,soax,http_connect,au,curl/8.5.0
9750.488,us,ip_f0aea9e7380fa566,267.531,250.138,110,65535,soax,http_connect,au,curl/8.5.0
9755.074,us,ip_f0aea9e7380fa566,276.906,243.773,108,65535,soax,http_connect,au,curl/8.5.0
9758.804,us,ip_f0aea9e7380fa566,262.169,252.644,108,65535,soax,http_connect,au,curl/8.5.0
9763.367,us,ip_f0aea9e7380fa566,538.176,252.782,110,65535,soax,http_connect,au,curl/8.5.0
9767.563,us,ip_f0aea9e7380fa566,277.018,244.823,104,65535,soax,http_connect,id,curl/8.5.0
9771.209,us,ip_f0aea9e7380fa566,269.011,246.69,110,65535,soax,http_connect,id,curl/8.5.0
9775.553,us,ip_f0aea9e7380fa566,265.807,242.028,109,65535,soax,http_connect,id,curl/8.5.0
9779.482,us,ip_f0aea9e7380fa566,270.167,243.757,108,65535,soax,http_connect,id,curl/8.5.0
9783.967,us,ip_f0aea9e7380fa566,289.295,245.14,108,65535,soax,http_connect,id,curl/8.5.0
9788.422,us,ip_f0aea9e7380fa566,287.288,258.654,108,65535,soax,http_connect,id,curl/8.5.0
9793.039,us,ip_f0aea9e7380fa566,266.182,250.22,110,65535,soax,http_connect,id,curl/8.5.0
9796.692,us,ip_f0aea9e7380fa566,273.481,248.627,110,65535,soax,http_connect,id,curl/8.5.0
9800.937,us,ip_f0aea9e7380fa566,283.956,247.474,108,65535,soax,http_connect,id,curl/8.5.0
9804.949,us,ip_f0aea9e7380fa566,265.304,243.031,108,65535,soax,http_connect,id,curl/8.5.0
9808.640,us,ip_f0aea9e7380fa566,274.338,249.932,108,65535,soax,http_connect,id,curl/8.5.0
9812.749,us,ip_f0aea9e7380fa566,277.256,251.573,110,65535,soax,http_connect,id,curl/8.5.0
9816.918,us,ip_f0aea9e7380fa566,271.525,241.997,109,65535,soax,http_connect,id,curl/8.5.0
9820.828,us,ip_f0aea9e7380fa566,276.37,259.34,110,65535,soax,http_connect,id,curl/8.5.0
9824.690,us,ip_f0aea9e7380fa566,263.791,262.952,110,65535,soax,http_connect,id,curl/8.5.0
9829.211,us,ip_f0aea9e7380fa566,290.124,256.884,104,65535,soax,http_connect,id,curl/8.5.0
9833.264,us,ip_f0aea9e7380fa566,288.905,248.718,110,65535,soax,http_connect,id,curl/8.5.0
9837.895,us,ip_f0aea9e7380fa566,281.539,263.441,110,65535,soax,http_connect,id,curl/8.5.0
9842.321,us,ip_f0aea9e7380fa566,279.667,254.234,110,65535,soax,http_connect,id,curl/8.5.0
9846.913,us,ip_f0aea9e7380fa566,292.545,253.752,108,65535,soax,http_connect,id,curl/8.5.0
9850.748,us,ip_f0aea9e7380fa566,292.943,247.29,109,65535,soax,http_connect,id,curl/8.5.0
9855.334,us,ip_f0aea9e7380fa566,273.002,254.426,104,65535,soax,http_connect,id,curl/8.5.0
9859.271,us,ip_f0aea9e7380fa566,271.33,270.687,110,65535,soax,http_connect,id,curl/8.5.0
9863.278,us,ip_f0aea9e7380fa566,295.468,258.251,110,65535,soax,http_connect,id,curl/8.5.0
9868.592,us,ip_f0aea9e7380fa566,301.61,245.356,108,65535,soax,http_connect,id,curl/8.5.0
9872.804,us,ip_62ff975701fc5b2e,419.295,233.782,45,65535,soax,http_connect,id,curl/8.5.0
9878.285,us,ip_62ff975701fc5b2e,347.96,261.411,45,65535,soax,http_connect,id,curl/8.5.0
9882.847,us,ip_62ff975701fc5b2e,356.882,303.152,45,65535,soax,http_connect,id,curl/8.5.0
9892.697,us,ip_62ff975701fc5b2e,359.596,254.754,42,65535,soax,http_connect,id,curl/8.5.0
9897.611,us,ip_62ff975701fc5b2e,343.287,259.976,45,65535,soax,http_connect,id,curl/8.5.0
9901.746,us,ip_62ff975701fc5b2e,349.274,230.975,43,65535,soax,http_connect,id,curl/8.5.0
9906.921,us,ip_62ff975701fc5b2e,334.719,237.655,43,65535,soax,http_connect,id,curl/8.5.0
9912.068,us,ip_62ff975701fc5b2e,488.167,255.084,43,65535,soax,http_connect,id,curl/8.5.0
9917.030,us,ip_62ff975701fc5b2e,359.576,245.599,42,65535,soax,http_connect,id,curl/8.5.0
9921.408,us,ip_825dd28ae297cfbf,0.079,58.109,48,64240,soax,http_connect,id,curl/8.5.0
9925.898,us,ip_62ff975701fc5b2e,364.828,233.255,43,65535,soax,http_connect,id,curl/8.5.0
9930.674,us,ip_62ff975701fc5b2e,378.025,267.85,43,65535,soax,http_connect,id,curl/8.5.0
9935.812,us,ip_62ff975701fc5b2e,454.592,242.303,42,65535,soax,http_connect,id,curl/8.5.0
9940.953,us,ip_62ff975701fc5b2e,350.175,269.401,41,65535,soax,http_connect,id,curl/8.5.0
9950.229,us,ip_62ff975701fc5b2e,347.771,253.41,45,65535,soax,http_connect,id,curl/8.5.0
9955.003,us,ip_62ff975701fc5b2e,453.258,254.088,41,65535,soax,http_connect,id,curl/8.5.0
9960.038,us,ip_62ff975701fc5b2e,363.712,236.581,43,65535,soax,http_connect,id,curl/8.5.0
9964.464,us,ip_62ff975701fc5b2e,342.421,263.352,45,65535,soax,http_connect,id,curl/8.5.0
9969.469,us,ip_62ff975701fc5b2e,352.502,233.166,41,65535,soax,http_connect,id,curl/8.5.0
9974.141,us,ip_62ff975701fc5b2e,347.98,253.472,45,65535,soax,http_connect,id,curl/8.5.0
9978.868,us,ip_62ff975701fc5b2e,347.874,252.108,41,65535,soax,http_connect,id,curl/8.5.0
9983.347,us,ip_62ff975701fc5b2e,345.186,298.001,43,65535,soax,http_connect,id,curl/8.5.0
9987.964,us,ip_62ff975701fc5b2e,390.314,235.783,42,65535,soax,http_connect,id,curl/8.5.0
10317.554,us,ip_5f629b782e02e788,295.412,262.837,44,65535,soax,socks5,us,curl/8.5.0
10321.889,us,ip_5f629b782e02e788,308.142,269.813,44,65535,soax,socks5,us,curl/8.5.0
10326.433,us,ip_5f629b782e02e788,313.385,266.971,44,65535,soax,socks5,us,curl/8.5.0
10331.275,us,ip_5f629b782e02e788,311.118,263.0,44,65535,soax,socks5,us,curl/8.5.0
10335.382,us,ip_5f629b782e02e788,307.628,261.213,44,65535,soax,socks5,us,curl/8.5.0
10339.848,us,ip_5f629b782e02e788,294.654,257.471,44,65535,soax,socks5,us,curl/8.5.0
10343.961,us,ip_5f629b782e02e788,297.894,255.468,44,65535,soax,socks5,us,curl/8.5.0
10427.895,us,ip_5f629b782e02e788,288.049,260.938,44,65535,soax,socks5,us,curl/8.5.0
10432.086,us,ip_5f629b782e02e788,342.905,258.964,40,65535,soax,socks5,us,curl/8.5.0
10436.383,us,ip_5f629b782e02e788,299.425,259.723,45,65535,soax,socks5,us,curl/8.5.0
10440.778,us,ip_5f629b782e02e788,298.331,257.768,45,65535,soax,socks5,us,curl/8.5.0
10444.823,us,ip_5f629b782e02e788,302.896,258.228,45,65535,soax,socks5,us,curl/8.5.0
10449.499,us,ip_5f629b782e02e788,297.865,260.235,44,65535,soax,socks5,us,curl/8.5.0
10454.451,us,ip_5f629b782e02e788,284.642,256.988,44,65535,soax,socks5,us,curl/8.5.0
10458.820,us,ip_5f629b782e02e788,306.149,283.835,45,65535,soax,socks5,us,curl/8.5.0
10463.236,us,ip_5f629b782e02e788,294.639,263.478,44,65535,soax,socks5,us,curl/8.5.0
10467.779,us,ip_5f629b782e02e788,301.141,262.954,44,65535,soax,socks5,us,curl/8.5.0
10472.304,us,ip_ecd80b8d7519b79f,99.969,39.813,52,65535,soax,socks5,us,curl/8.5.0
10475.415,us,ip_ecd80b8d7519b79f,85.236,35.99,51,65535,soax,socks5,us,curl/8.5.0
10478.733,us,ip_ecd80b8d7519b79f,86.863,40.2,52,65535,soax,socks5,us,curl/8.5.0
10481.734,us,ip_ecd80b8d7519b79f,77.796,40.398,52,65535,soax,socks5,us,curl/8.5.0
10484.300,us,ip_ecd80b8d7519b79f,72.901,40.002,52,65535,soax,socks5,us,curl/8.5.0
10487.229,us,ip_ecd80b8d7519b79f,52.397,35.917,51,65535,soax,socks5,us,curl/8.5.0
10489.983,us,ip_ecd80b8d7519b79f,80.754,39.442,52,65535,soax,socks5,us,curl/8.5.0
10492.956,us,ip_ecd80b8d7519b79f,55.786,40.293,52,65535,soax,socks5,us,curl/8.5.0
10495.728,us,ip_ecd80b8d7519b79f,53.152,49.112,51,65535,soax,socks5,us,curl/8.5.0
10498.188,us,ip_ecd80b8d7519b79f,40.382,40.169,51,65535,soax,socks5,us,curl/8.5.0
10500.672,us,ip_ecd80b8d7519b79f,44.924,40.311,51,65535,soax,socks5,us,curl/8.5.0
10506.334,us,ip_ecd80b8d7519b79f,53.717,40.612,51,65535,soax,socks5,ca,curl/8.5.0
10509.268,us,ip_ecd80b8d7519b79f,125.497,40.511,51,65535,soax,socks5,ca,curl/8.5.0
10511.984,us,ip_ecd80b8d7519b79f,49.375,40.352,51,65535,soax,socks5,ca,curl/8.5.0
10514.811,us,ip_ecd80b8d7519b79f,57.548,40.256,51,65535,soax,socks5,ca,curl/8.5.0
10517.516,us,ip_ecd80b8d7519b79f,44.186,41.337,52,65535,soax,socks5,ca,curl/8.5.0
10520.374,us,ip_ecd80b8d7519b79f,54.076,44.677,51,65535,soax,socks5,ca,curl/8.5.0
10522.975,us,ip_ecd80b8d7519b79f,53.643,40.487,51,65535,soax,socks5,ca,curl/8.5.0
10526.095,us,ip_ecd80b8d7519b79f,89.556,33.056,47,65535,soax,socks5,ca,curl/8.5.0
10529.175,us,ip_ecd80b8d7519b79f,44.79,40.463,51,65535,soax,socks5,ca,curl/8.5.0
10531.829,us,ip_ecd80b8d7519b79f,44.977,40.419,51,65535,soax,socks5,ca,curl/8.5.0
10534.900,us,ip_ecd80b8d7519b79f,71.588,40.509,48,65535,soax,socks5,ca,curl/8.5.0
10538.533,us,ip_ecd80b8d7519b79f,44.685,40.405,51,65535,soax,socks5,ca,curl/8.5.0
10541.489,us,ip_ecd80b8d7519b79f,301.465,40.357,51,65535,soax,socks5,ca,curl/8.5.0
10544.346,us,ip_ecd80b8d7519b79f,44.864,40.256,51,65535,soax,socks5,ca,curl/8.5.0
10547.219,us,ip_ecd80b8d7519b79f,44.428,40.231,51,65535,soax,socks5,ca,curl/8.5.0
10550.246,us,ip_ecd80b8d7519b79f,53.755,40.425,51,65535,soax,socks5,ca,curl/8.5.0
10553.496,us,ip_ecd80b8d7519b79f,48.422,40.545,51,65535,soax,socks5,ca,curl/8.5.0
10556.516,us,ip_ecd80b8d7519b79f,43.573,39.588,51,65535,soax,socks5,ca,curl/8.5.0
10559.336,us,ip_ecd80b8d7519b79f,45.485,40.491,52,65535,soax,socks5,ca,curl/8.5.0
10561.863,us,ip_ecd80b8d7519b79f,46.296,41.175,51,65535,soax,socks5,ca,curl/8.5.0
10564.632,us,ip_ecd80b8d7519b79f,49.453,40.37,52,65535,soax,socks5,ca,curl/8.5.0
10567.205,us,ip_ecd80b8d7519b79f,51.386,41.105,52,65535,soax,socks5,ca,curl/8.5.0
